restaurant_id,name,picture,detail_url,latitude,longitude
110,レストラン　ブー 妙蓮寺,https://tblg.k-img.com/restaurant/images/Rvw/109900/320x320_square_109900021.jpg,https://tabelog.com/kanagawa/A1401/A140205/14045811/,35.4955713,139.632786
111,ブラッスリーピガール,https://tblg.k-img.com/restaurant/images/Rvw/134996/320x320_square_134996850.jpg,https://tabelog.com/kanagawa/A1401/A140102/14053056/,35.4485648,139.6310632
112,関内本店 月,https://tblg.k-img.com/restaurant/images/Rvw/78594/320x320_square_78594544.jpg,https://tabelog.com/kanagawa/A1401/A140104/14002032/,35.4468491,139.6347368
113,GINZA 春夏秋豚 横浜店,https://tblg.k-img.com/restaurant/images/Rvw/108810/320x320_square_108810395.jpg,https://tabelog.com/kanagawa/A1401/A140101/14051948/,35.4683076,139.6227619
114,レストラン ビマビ,https://tblg.k-img.com/restaurant/images/Rvw/131637/320x320_square_131637825.jpg,https://tabelog.com/kanagawa/A1401/A140204/14055956/,35.5350616,139.6176337
115,焼肉 基,https://tblg.k-img.com/restaurant/images/Rvw/64655/320x320_square_64655360.jpg,https://tabelog.com/kanagawa/A1401/A140104/14066181/,35.4428886,139.630346
116,横浜 反町 DA HORI,https://tblg.k-img.com/restaurant/images/Rvw/105985/320x320_square_105985996.jpg,https://tabelog.com/kanagawa/A1401/A140205/14074222/,35.4752066,139.6257651
117,COLONIAL BEACH 横浜ハンマーヘッド,https://tblg.k-img.com/restaurant/images/Rvw/118486/320x320_square_118486938.jpg,https://tabelog.com/kanagawa/A1401/A140104/14077027/,35.4557687,139.6416142
118,Byrd's Pizza & Ribs,https://tblg.k-img.com/restaurant/images/Rvw/92076/320x320_square_92076429.jpg,https://tabelog.com/kanagawa/A1401/A140203/14070375/,35.5527274,139.5783626
119,炭と料理とワイン AVANZARE,https://tblg.k-img.com/restaurant/images/Rvw/107771/320x320_square_107771965.jpg,https://tabelog.com/kanagawa/A1401/A140203/14073361/,35.5549806,139.5805877
120,オムナチェッロ,https://tblg.k-img.com/restaurant/images/Rvw/116937/320x320_square_116937915.jpg,https://tabelog.com/kanagawa/A1401/A140210/14062894/,35.5109055,139.6731327
121,スペイン料理＆ワイン パエリア専門店　ミゲルフアニ 横浜店,https://tblg.k-img.com/restaurant/images/Rvw/146896/320x320_square_146896509.jpg,https://tabelog.com/kanagawa/A1401/A140104/14062319/,35.4547696,139.6422203
122,ベイサイド,https://tblg.k-img.com/restaurant/images/Rvw/136234/320x320_square_136234779.jpg,https://tabelog.com/kanagawa/A1401/A140102/14000159/,35.3797657,139.6462201
123,ステッラ・ディ・マーレ,https://tblg.k-img.com/restaurant/images/Rvw/139857/320x320_square_139857146.jpg,https://tabelog.com/kanagawa/A1401/A140104/14003044/,35.4475918,139.6346453
124,YAKINIKU 和牛ラボ 横浜店,https://tblg.k-img.com/restaurant/images/Rvw/139704/320x320_square_139704846.jpg,https://tabelog.com/kanagawa/A1401/A140101/14081034/,35.4692573,139.6243402
125,ヨコハマ グランド インターコンチネンタルホテル,https://tblg.k-img.com/restaurant/images/Rvw/45957/320x320_square_45957260.jpg,https://tabelog.com/kanagawa/A1401/A140103/14015638/,35.4575951,139.6372159
126,ピッツェリア・エ・バール・ラ・ボラッチャ,https://tblg.k-img.com/restaurant/images/Rvw/58209/320x320_square_58209476.jpg,https://tabelog.com/kanagawa/A1401/A140201/14064127/,35.5790642,139.5552702
127,澄仙,https://tblg.k-img.com/restaurant/images/Rvw/34786/320x320_square_34786881.jpg,https://tabelog.com/kanagawa/A1401/A140206/14013110/,35.5098111,139.6147376
128,やさい家めい ルミネ横浜店,https://tblg.k-img.com/restaurant/images/Rvw/131005/320x320_square_131005096.jpg,https://tabelog.com/kanagawa/A1401/A140101/14029714/,35.465263,139.622845
129,ラタトゥイユ,https://tblg.k-img.com/restaurant/images/Rvw/121851/320x320_square_121851723.jpg,https://tabelog.com/kanagawa/A1401/A140104/14002668/,35.446449,139.636998
130,winedining YOSHIHAMA,https://tblg.k-img.com/restaurant/images/Rvw/139551/320x320_square_139551068.jpg,https://tabelog.com/kanagawa/A1401/A140206/14004084/,35.5099064,139.6158948
131,季節の旬彩イタリアン ナビガンテ,https://tblg.k-img.com/restaurant/images/Rvw/85157/320x320_square_85157735.jpg,https://tabelog.com/kanagawa/A1401/A140105/14058613/,35.4378072,139.6454319
132,グランドゥーカ 京急百貨店,https://tblg.k-img.com/restaurant/images/Rvw/93543/320x320_square_93543524.jpg,https://tabelog.com/kanagawa/A1401/A140307/14004764/,35.4092782,139.5965056
133,DOLCE,https://tblg.k-img.com/restaurant/images/Rvw/38445/320x320_square_38445962.jpg,https://tabelog.com/kanagawa/A1401/A140207/14006598/,35.4457091,139.63
134,1-1&ザ ルーフトップ,https://tblg.k-img.com/restaurant/images/Rvw/90548/320x320_square_90548387.jpg,https://tabelog.com/kanagawa/A1401/A140104/14072063/,35.4483305,139.6433162
135,USHIHACHI あざみ野,https://tblg.k-img.com/restaurant/images/Rvw/122065/320x320_square_122065205.jpg,https://tabelog.com/kanagawa/A1401/A140201/14070185/,35.5690782,139.5536144
136,CRAFT BEER DINING &9,https://tblg.k-img.com/restaurant/images/Rvw/116317/320x320_square_116317043.jpg,https://tabelog.com/kanagawa/A1401/A140104/14067078/,35.4449561,139.6415711
137,イタリアン レストラン リトル キャット,https://tblg.k-img.com/restaurant/images/Rvw/58584/320x320_square_58584103.jpg,https://tabelog.com/kanagawa/A1401/A140101/14006553/,35.4692575,139.6195847
138,レストラン エソラ,https://tblg.k-img.com/restaurant/images/Rvw/86716/320x320_square_86716459.jpg,https://tabelog.com/kanagawa/A1401/A140203/14035797/,35.534422,139.590681
139,クラシック 横浜,https://tblg.k-img.com/restaurant/images/Rvw/59004/320x320_square_59004727.jpg,https://tabelog.com/kanagawa/A1401/A140101/14011503/,35.4693528,139.6236727
140,オサカナバル IL MARE 横浜西口駅前店,https://tblg.k-img.com/restaurant/images/Rvw/133540/320x320_square_133540592.jpg,https://tabelog.com/kanagawa/A1401/A140101/14065341/,35.467466,139.621193
141,スペイン酒場 HOLA,https://tblg.k-img.com/restaurant/images/Rvw/90976/320x320_square_90976166.jpg,https://tabelog.com/kanagawa/A1401/A140104/14052530/,35.4464737,139.6374492
142,キッチン&バル コンパス,https://tblg.k-img.com/restaurant/images/Rvw/108614/320x320_square_108614420.jpg,https://tabelog.com/kanagawa/A1401/A140104/14062768/,35.4434998,139.6342437
143,究極野菜のイタリアン ポズダイニング,https://tblg.k-img.com/restaurant/images/Rvw/18070/320x320_square_18070402.jpg,https://tabelog.com/kanagawa/A1401/A140104/14006683/,35.4458813,139.6329516
144,鶏和酎,https://tblg.k-img.com/restaurant/images/Rvw/35744/320x320_square_35744276.jpg,https://tabelog.com/kanagawa/A1401/A140203/14009795/,35.5521109,139.5766743
